4   -0.387016   6.42263e-05
4   -0.372909   0.000443287
4   -0.358803   0.000749275
4   -0.344697   0.00326295
4   -0.33059   0.00813415
4   -0.316484   0.0181951
4   -0.302378   0.038005
4   -0.288271   0.0761091
4   -0.274165   0.145324
4   -0.260059   0.249185
4   -0.245952   0.384243
4   -0.231846   0.566064
4   -0.217739   0.81337
4   -0.203633   1.08288
4   -0.189527   1.40879
4   -0.17542   1.75207
4   -0.161314   2.10601
4   -0.147208   2.4467
4   -0.133101   2.72951
4   -0.118995   2.99227
4   -0.104888   3.22045
4   -0.090782   3.33744
4   -0.0766756   3.43107
4   -0.0625693   3.42674
4   -0.0484629   3.40553
4   -0.0343565   3.33002
4   -0.0202501   3.21688
4   -0.00614378   3.05364
4   0.0079626   2.86566
4   0.022069   2.67846
4   0.0361753   2.45501
4   0.0502817   2.24929
4   0.0643881   2.02839
4   0.0784945   1.83817
4   0.0926008   1.63089
4   0.106707   1.47108
4   0.120814   1.30085
4   0.13492   1.1587
4   0.149026   1.00419
4   0.163133   0.879452
4   0.177239   0.774381
4   0.191345   0.68033
4   0.205452   0.598635
4   0.219558   0.513877
4   0.233665   0.439904
4   0.247771   0.387921
4   0.261877   0.332205
4   0.275984   0.294919
4   0.29009   0.254468
4   0.304196   0.221173
4   0.318303   0.190856
4   0.332409   0.16835
4   0.346516   0.144835
4   0.360622   0.124286
4   0.374728   0.11262
4   0.388835   0.095433
4   0.402941   0.0837189
4   0.417047   0.0726303
4   0.431154   0.0649533
4   0.44526   0.0552975
4   0.459367   0.0516577
4   0.473473   0.0447133
4   0.487579   0.039614
4   0.501686   0.0323776
4   0.515792   0.0294504
4   0.529898   0.0268555
4   0.544005   0.0239985
4   0.558111   0.0206422
4   0.572218   0.0187041
4   0.586324   0.0173744
4   0.60043   0.014882
4   0.614537   0.0145556
4   0.628643   0.0124443
4   0.642749   0.0102059
4   0.656856   0.00965591
4   0.670962   0.00914161
4   0.685069   0.00844197
4   0.699175   0.00802025
4   0.713281   0.00722398
4   0.727388   0.00617449
4   0.741494   0.00556855
4   0.7556   0.0047735
4   0.769707   0.00436323
4   0.783813   0.00430212
4   0.79792   0.00408475
4   0.812026   0.00302065
4   0.826132   0.00255832
4   0.840239   0.00263543
4   0.854345   0.00263563
4   0.868451   0.00247061
4   0.882558   0.00221947
4   0.896664   0.001708
4   0.910771   0.00192967
4   0.924877   0.00179886
4   0.938983   0.00184189
4   0.95309   0.00153022
4   0.967196   0.00127666
4   0.981302   0.00125878
4   0.995409   0.0013701
4   1.00952   0.00100126
4   1.02362   0.000877544
4   1.03773   0.00108156
4   1.05183   0.000929305
4   1.06594   0.000660929
4   1.08005   0.000859021
4   1.09415   0.000657146
4   1.10826   0.000763131
4   1.12237   0.000553683
4   1.13647   0.000741901
4   1.15058   0.000621093
4   1.16469   0.000544349
4   1.17879   0.000442798
4   1.1929   0.000449825
4   1.207   0.000443525
4   1.22111   0.000540209
4   1.23522   0.000342413
4   1.24932   0.000362625
4   1.26343   0.000332887
4   1.27754   0.000364694
4   1.29164   0.000191779
4   1.30575   0.000248184
4   1.31986   0.000291319
4   1.33396   0.000160853
4   1.34807   0.000271886
4   1.36217   0.000279247
4   1.37628   0.000198242
4   1.39039   0.000162888
4   1.40449   0.000149899
4   1.4186   0.000147799
4   1.43271   0.000197775
4   1.44681   0.000164214
4   1.46092   0.000212512
4   1.47503   0.000229491
4   1.48913   8.85431e-05
4   1.50324   0.000126104
4   1.51734   9.56444e-05
4   1.53145   0.000103735
4   1.54556   0.000120879
4   1.55966   6.41769e-05
4   1.57377   0.000108476
4   1.58788   8.02178e-05
4   1.60198   7.03059e-05
4   1.61609   0.000103982
4   1.6302   7.68938e-05
4   1.6443   7.58168e-05
4   1.65841   9.9673e-05
4   1.67251   6.55179e-05
4   1.68662   8.88253e-05
4   1.70073   5.57334e-05
4   1.71483   5.49527e-05
4   1.72894   6.96638e-05
4   1.74305   3.0528e-05
4   1.75715   3.76255e-05
4   1.77126   5.19378e-05
4   1.78537   2.9263e-05
4   1.79947   2.16399e-05
4   1.81358   4.97857e-05
4   1.82768   2.10379e-05
4   1.84179   6.22296e-05
4   1.8559   3.40877e-05
4   1.87   4.70543e-05
4   1.88411   5.30231e-05
4   1.89822   5.22804e-05
4   1.91232   4.51046e-05
4   1.92643   5.0826e-05
4   1.94054   3.13213e-05
4   1.95464   2.47061e-05
4   1.96875   4.263e-05
4   1.98285   2.40188e-05
4   1.99696   0
4   2.01107   1.16753e-05
4   2.02517   2.87794e-05
4   2.03928   3.97268e-05
4   2.05339   1.67873e-05
4   2.06749   3.86217e-05
4   2.0816   3.26406e-05
4   2.09571   1.60917e-05
4   2.10981   2.64438e-05
4   2.12392   2.08587e-05
4   2.13803   0
4   2.15213   2.53481e-05
4   2.16624   1.49958e-05
4   2.18034   0
4   2.19445   2.42978e-05
4   2.20856   1.43744e-05
4   2.22266   4.72437e-06
4   2.23677   1.39746e-05
4   2.25088   1.37788e-05
